"group","sampleName","Node_P1s_21","Node_P1s_22","Node_P1s_24","Node_P1s_25","Node_P1s_31","Node_P1s_32","Node_P1s_33","Node_P1s_34","Node_P1s_35","Node_P1s_42","Node_P1s_43","Node_P1s_44","Node_P1s_73","Node_P1s_74","Node_P1s_97","Node_P1s_3","Node_P1s_4","Node_P1s_13","Node_P1s_5","Node_P1s_1","Node_P1s_2","Node_P1s_11","Node_P1s_12","Node_P1s_36","Node_P1s_17","Node_P1s_26","Node_P1s_27","Node_P1s_28","Node_P1s_41","Node_P1s_14","Node_P1s_16","Node_P1s_29","Node_P1s_6","Node_P1s_15","Node_P1s_10","Node_P1s_19","Node_P1s_9","Node_P1s_8","Node_P1s_18","Node_P1s_23","Node_P1s_20","Node_P1s_30","Node_P1s_49","Node_P1s_100","Node_P1s_78","Node_P1s_80","Node_P1s_99","Node_P1s_77","Node_P1s_87","Node_P1s_89","Node_P1s_90","Node_P1s_45","Node_P1s_46","Node_P1s_53","Node_P1s_54","Node_P1s_55","Node_P1s_56","Node_P1s_57","Node_P1s_63","Node_P1s_64","Node_P1s_65","Node_P1s_76","Node_P1s_67","Node_P1s_79","Node_P1s_66","Node_P1s_75","Node_P1s_69","Node_P1s_70","Node_P1s_38","Node_P1s_39","Node_P1s_47","Node_P1s_48","Node_P1s_58","Node_P1s_40","Node_P1s_59","Node_P1s_37","Node_P1s_68","Node_P1s_50","Node_P1s_60","Node_P1s_7","Node_P1s_62","Node_P1s_88","Node_P2ns_50","Node_P2ns_97","Node_P2ns_95","Node_P2ns_86","Node_P2ns_85","Node_P2ns_66","Node_P2ns_96","Node_P2ns_76","Node_P2ns_75","Node_P2ns_65","Node_P2ns_87","Node_P2ns_98","Node_P2ns_74","Node_P2ns_84","Node_P2ns_90","Node_P2ns_78","Node_P2ns_58","Node_P2ns_99","Node_P2ns_80","Node_P2ns_79","Node_P2ns_89","Node_P2ns_70","Node_P2ns_69","Node_P2ns_68","Node_P2ns_60","Node_P2ns_88"
"A_CBNB","EPICC011",0.0064,0.008,0.0318,0.0559,0.0322,0.0105,0.0369,0.0249,0.0226,0.0333,0.0061,0.0357,0.0365,0.0157,0.0071,0.0021,9e-04,6e-04,0.0205,0.05,0.0153,0.01,0.0165,0.0048,0.0042,5e-04,0.0058,0.0013,0.0225,4e-04,0.0057,0,0.0041,0.0013,0.0015,0.0017,0.0035,7e-04,0.0015,0.065,0,0,0,0.001,4e-04,4e-04,0.0018,3e-04,5e-04,0,3e-04,0.0232,0.0172,0.0015,0.0131,0.0109,0.0204,0.0275,0.0204,0.0131,0.021,0.0564,0.001,2e-04,0.0092,0.0034,0,0,0.001,0,0.0011,1e-04,4e-04,0,1e-04,8e-04,3e-04,0,1e-04,0.001,0.016,0.0022,8e-04,0.002,0.0113,0.0033,0.0021,0.0256,0.0101,0.0172,0.0043,0.0781,0.0012,0.0017,0.0069,0.0013,0.002,2e-04,1e-04,3e-04,3e-04,6e-04,0.0018,3e-04,1e-04,0.0058,0.0011,5e-04
"A_CBNB","EPICP010",0.0175,0.0047,0.0273,0.0787,0.0179,0.0136,0.0167,0.0321,0.0251,0.0499,0.0088,0.0258,0.0266,0.0339,0.0166,0.007,0.0053,7e-04,0.0163,0.0757,0.0376,0.012,0.0152,0.0086,0.0067,0.0017,0.0063,0.0012,0.0069,0.002,0.0048,2e-04,0.003,0.0034,0.0033,0.0025,0.0043,8e-04,0.0068,0.0266,3e-04,6e-04,6e-04,0.0043,8e-04,0.0026,0.002,0.0042,0.0022,0.0015,0.0016,0.0106,0.0103,0.005,0.0037,0.0075,0.0339,0.0336,0.0056,0.0257,0.0127,0.038,6e-04,9e-04,0.015,0.0068,0.0012,0.0012,0.0011,3e-04,4e-04,8e-04,0.0012,7e-04,2e-04,1e-04,0.0016,4e-04,9e-04,0.003,0.0083,0.0017,3e-04,0.0016,0.0018,0.0017,0.0022,0.0013,7e-04,0.0039,0.0011,0.0019,2e-04,3e-04,0.0015,0.0011,0.0068,7e-04,0.001,0.0023,0.0025,0.0022,0.0126,0.0034,0.0012,0.0033,0.0017,6e-04
"A_CBNB","EPICP005",0.0029,0.0104,0.01,0.0372,0.0026,0.0084,0.0214,0.0259,0.0183,0.0257,0.0051,0.0254,0.013,0.0086,0.0074,0.0021,0.0013,3e-04,0.0123,0.085,0.0537,0.0436,0.0261,0.0018,0.0029,0.003,0.0027,5e-04,0.0056,0.0029,0.0028,0,0.0052,0.0033,0.002,4e-04,0.0022,0.0065,0.0121,0.048,3e-04,6e-04,0,0.006,5e-04,4e-04,0.0019,0.0021,0.002,4e-04,6e-04,0.015,0.0154,0.0026,0.0061,0.0027,0.0117,0.0203,0.0016,0.0061,0.0132,0.0156,0,4e-04,0.0138,0.0094,0,0,0.0018,0,0.0013,2e-04,4e-04,0,0,3e-04,4e-04,2e-04,0,0.0091,0.003,4e-04,9e-04,0.0172,0.0292,0.0168,0.0215,0.0168,0.0536,0.0919,0.0152,0.0066,0.0028,0.0021,0.0052,0.0035,0.0071,0,1e-04,3e-04,0.0014,0.0057,0.0088,0.0063,0.0015,0.001,8e-04,3e-04
"A_CBNB","EPICP002",0.0044,0.0063,0.018,0.0528,0.0027,0.0091,0.0111,0.0208,0.0118,0.018,0.0131,0.0275,0.0312,0.0066,0.0064,0.0033,0.0018,6e-04,0.0154,0.0884,0.0323,0.0145,0.0216,0.0131,0.0042,0.0011,0.0049,0.0012,0.0045,0.0024,0.0094,0,0.0035,0.0027,0.0021,0.0013,0.0032,0.0036,0.0108,0.0557,6e-04,4e-04,0,0.0071,0.0025,7e-04,0.0049,0.0033,0.0017,6e-04,1e-04,0.013,0.005,0.0042,0.0079,0.0062,0.0187,0.0142,0.0111,0.0058,0.0153,0.0327,0.0018,0.0019,0.0178,0.0065,1e-04,0,0.0018,0,6e-04,5e-04,9e-04,1e-04,2e-04,6e-04,4e-04,1e-04,0,0.0054,0.0036,0.0012,0.0024,0.0116,0.0357,0.0184,0.0207,0.0204,0.0277,0.0484,0.0183,0.0177,0.006,0.0019,0.0047,0.0075,0.0104,4e-04,3e-04,0.0023,0.0011,0.0067,0.0235,0.011,0.0014,2e-04,0.0017,1e-04
"A_CBNB","EPICC004",0.0136,0.0119,0.0171,0.0449,0.0099,0.0136,0.0187,0.0306,0.0175,0.0206,0.0057,0.029,0.0299,0.0107,0.0064,0.0029,0.0014,7e-04,0.0286,0.0626,0.0243,0.0237,0.0134,0.0034,0.0047,0.0013,0.0067,0.0022,0.0048,8e-04,0.0117,0,0.0028,0.0016,0.0013,2e-04,0.0019,0.002,0.0042,0.0399,0,2e-04,0,0.0021,4e-04,7e-04,0.0037,6e-04,5e-04,1e-04,7e-04,0.0291,0.0153,0.0028,0.0157,0.0191,0.0309,0.0265,0.0092,0.0124,0.0328,0.0645,0.0012,1e-04,0.0268,0.0118,0,2e-04,0.0039,0,5e-04,6e-04,9e-04,1e-04,3e-04,0.0011,4e-04,0,0,0.0027,0.0207,0.0024,3e-04,0.0035,0.0095,0.0024,0.0113,0.0149,0.0074,0.0154,0.0031,0.0099,5e-04,0.0012,0.0048,0.0011,0.0058,4e-04,1e-04,4e-04,0.0015,0.0014,0.0025,0.0015,4e-04,7e-04,0.0011,0
"A_CBNB","EPICC002",0.0121,0.0113,0.0326,0.0508,0.0062,0.0149,0.0336,0.0322,0.0218,0.0246,0.0022,0.0539,0.023,0.0167,0.0041,0.0084,0.003,0.0014,0.0407,0.0532,0.0269,0.0144,0.0203,0.0032,0.0031,0.0016,0.0078,0.0021,0.0045,0.0012,0.0113,0,0.0054,0.0034,0.0026,1e-04,0.0049,0.0027,0.0071,0.0874,2e-04,2e-04,0,0.0028,2e-04,0.0019,0.0075,5e-04,9e-04,0,7e-04,0.0264,0.0142,0.0011,0.0072,0.0123,0.0205,0.0315,0.0041,0.0093,0.0167,0.0304,0.001,4e-04,0.0099,0.0041,0,0,0.0036,0,4e-04,3e-04,5e-04,0,1e-04,0.007,0.0018,3e-04,0,0.0043,0.0116,0.001,5e-04,0.0064,0.0088,0.0027,0.0117,0.0335,0.0183,0.0202,0.0079,0.0114,0.0012,0.0017,0.0045,0.0015,0.0022,0,5e-04,2e-04,0.0021,0.0035,0.0024,0.002,5e-04,0.0088,0.0012,4e-04
"A_CBNB","EPICP001",0.01,0.0143,0.0187,0.0422,0.005,0.0092,0.0389,0.0269,0.0237,0.0289,0.0066,0.0341,0.0285,0.0207,0.01,0.0041,0.0039,0.0011,0.0287,0.0709,0.0504,0.035,0.0244,0.0038,0.0059,0.0013,0.0044,0.0059,0.0086,0.0016,0.0074,0,0.0047,0.0022,0.0021,0.0031,0.0052,0.0071,0.0086,0.0836,2e-04,8e-04,1e-04,0.0095,0.0011,9e-04,0.0013,0.003,0.0017,2e-04,0.0012,0.0156,0.0146,0.0032,0.0117,0.0057,0.0209,0.0115,0.0021,0.012,0.0193,0.0169,6e-04,7e-04,0.0095,0.0093,3e-04,0,5e-04,0,3e-04,2e-04,7e-04,0,1e-04,6e-04,7e-04,3e-04,0,0.003,0.0046,9e-04,0.0015,0.0135,0.0403,0.0062,0.0158,0.0102,0.0186,0.031,0.009,0.0027,0.0101,0.0016,0.0031,0.0128,0.0064,7e-04,8e-04,0.0013,0.0035,0.0064,0.0132,0.0058,0.0024,0.0018,0.0015,6e-04
"A_CBNB","EPICP008",0.0071,0.0097,0.0096,0.0379,0.0018,0.0125,0.0216,0.0333,0.0191,0.0281,0.0024,0.033,0.0177,0.0025,0.0016,0.0036,0.0015,7e-04,0.025,0.0644,0.0599,0.037,0.0274,0.0011,0.0022,6e-04,0.0024,7e-04,0.0022,0.0012,0.0038,0,0.006,0.0041,0.0022,1e-04,0.0019,0.0051,0.0052,0.0647,4e-04,4e-04,0,0.0074,0.0013,7e-04,0.001,0.0023,0.0032,1e-04,0.0042,0.0201,0.0241,0.0023,0.0091,0.006,0.0151,0.0314,8e-04,0.0025,0.0217,0.0304,0,1e-04,0.0208,0.0133,0,1e-04,0.0014,4e-04,4e-04,3e-04,1e-04,1e-04,1e-04,4e-04,0,1e-04,2e-04,0.004,0.0026,5e-04,1e-04,0.0012,0.0038,0.0025,0.0039,0.0106,0.0103,0.0566,0.006,0.0078,6e-04,1e-04,0.003,7e-04,0.0139,2e-04,2e-04,7e-04,0.0034,0.0053,0.0169,0.0092,0.001,0.001,0.0016,0
"A_CBNB","EPICC012",0.0054,0.0101,0.0369,0.0658,0.0158,0.0109,0.0302,0.0315,0.0246,0.0336,0.0051,0.0349,0.0396,0.0074,0.0102,0.0017,7e-04,8e-04,0.0346,0.0769,0.0233,0.0179,0.0246,0.0202,0.0064,0.0022,0.0069,0.0019,0.0153,4e-04,0.0061,0,0.0081,0.0025,0.0012,0.0014,0.003,0.0038,0.0047,0.071,0,3e-04,1e-04,0.0039,0.0015,0.0019,0.009,9e-04,0.0022,1e-04,0.0017,0.0117,0.0076,0.0017,0.0091,0.0084,0.0131,0.0157,0.0071,0.0063,0.0113,0.0312,0.0018,3e-04,0.0096,0.0024,1e-04,3e-04,0.003,4e-04,2e-04,3e-04,3e-04,2e-04,4e-04,0.002,6e-04,1e-04,0,0.0051,0.009,0.0024,2e-04,0.0062,0.0122,0.0014,0.0054,0.0365,0.0114,0.0137,0.0042,0.0444,0.0013,0.0028,0.0051,0.0012,0.0016,4e-04,2e-04,5e-04,1e-04,4e-04,9e-04,1e-04,3e-04,3e-04,2e-04,2e-04
"A_CBNB","EPICP007",0.0038,0.0143,0.0174,0.0339,0.0012,0.0081,0.0285,0.031,0.0081,0.0134,9e-04,0.034,0.0179,0.0056,0.0017,0.0011,1e-04,5e-04,0.0152,0.0882,0.0438,0.0491,0.036,0.0035,0.004,9e-04,0.0036,0.0039,0.0031,0.0018,0.0041,0,0.0035,0.0025,0.0024,2e-04,0.005,0.0043,0.0048,0.0828,4e-04,6e-04,0,0.0124,0.002,6e-04,0.0017,0.0019,0.0025,3e-04,0.0018,0.024,0.0099,0.0012,0.0106,0.0056,0.0172,0.0148,0.0021,0.0025,0.035,0.0385,0,1e-04,0.0284,0.0138,0,0,4e-04,0,5e-04,3e-04,3e-04,0,0,5e-04,0,0,0,0.0017,0.0019,0.0013,0.0026,0.0011,0.0169,0.0011,0.0085,0.0188,0.0246,0.11,0.0104,0.0283,0,0.0011,0.0036,9e-04,0.0038,4e-04,4e-04,3e-04,0.0012,0.0042,0.0111,0.0033,0,0.002,3e-04,3e-04
"A_CBNB","EPICP004",0.0043,0.0093,0.024,0.047,0.0042,0.0122,0.0209,0.0294,0.022,0.0269,0.0039,0.0361,0.0359,0.0307,0.0113,0.0033,0.0014,2e-04,0.0234,0.0869,0.0376,0.0322,0.0224,0.0035,0.0016,0.0024,0.0034,0.0019,0.0055,0.002,0.0062,0,0.0074,0.0036,0.0017,6e-04,0.005,0.0071,0.0082,0.0744,3e-04,6e-04,1e-04,0.0043,0.001,4e-04,0.004,0.0019,0.0045,9e-04,0.0037,0.0205,0.0125,0.002,0.0061,0.006,0.0243,0.0164,0.0023,0.0095,0.0139,0.0311,0.0016,7e-04,0.0108,0.0074,1e-04,1e-04,0.0026,3e-04,8e-04,3e-04,9e-04,1e-04,4e-04,7e-04,4e-04,1e-04,0,0.0066,0.007,0.0011,0,0.0054,0.0017,0.0127,0.0054,0.0126,0.0213,0.0478,0.0107,0.0073,0.0046,7e-04,0.0015,0.0036,0.0075,1e-04,5e-04,1e-04,0.0012,0.0022,0.0042,0.0036,5e-04,0.0015,6e-04,0
"A_CBNB","EPICP003",0.0096,0.0092,0.0222,0.0274,0.0022,0.0081,0.0112,0.0305,0.0105,0.0166,0.0043,0.022,0.0185,0.0032,0.0041,0.0034,0.0016,0.0012,0.0281,0.0891,0.0428,0.0412,0.0224,0.0015,0.0029,9e-04,8e-04,0.0015,0.0042,0.0015,0.005,0,0.0099,0.0043,0.0028,5e-04,0.0045,0.0056,0.0101,0.0565,4e-04,8e-04,0,0.0123,0.002,0.0015,0.0061,0.0101,0.0046,0.0015,0.0017,0.0106,0.007,0.0015,0.005,0.0064,0.0083,0.0255,0.0035,0.0028,0.0096,0.0242,1e-04,1e-04,0.0208,0.0093,1e-04,0,0.0013,1e-04,3e-04,5e-04,6e-04,0,3e-04,0.0013,2e-04,1e-04,0,0.0041,0.0014,7e-04,0.0015,0.0055,0.0466,0.0046,0.0108,0.0534,0.0461,0.0844,0.0213,0.0494,0.0042,0.0021,0.0053,0.0035,0.0027,0,2e-04,7e-04,0.0012,0.0049,0.005,0.0022,9e-04,0.0021,8e-04,1e-04
"A_CBNB","EPICC006",0.0132,0.0081,0.0272,0.0634,0.0078,0.0233,0.0267,0.0326,0.015,0.0487,0.0089,0.0361,0.0143,0.0102,0.0095,0.0048,0.0061,0.001,0.0324,0.0665,0.0513,0.019,0.0262,0.009,0.0073,0.001,0.0046,0.0029,0.0085,0.0011,0.0026,0,0.0045,0.0028,0.0023,9e-04,0.005,0.0023,0.006,0.0617,0,1e-04,0,0.0094,0.0025,0.0065,0.0062,0.0046,0.0148,0.0034,0.0025,0.0094,0.0041,0.0043,0.0058,0.011,0.0206,0.0381,0.0036,0.0149,0.0172,0.0172,0.0012,5e-04,0.0096,0.0041,1e-04,7e-04,0.0051,4e-04,8e-04,0,0.0011,0,3e-04,0.0017,7e-04,1e-04,1e-04,0.0059,0.0034,0.002,0.0022,0.0041,0.0037,0.003,0.0136,0.0181,0.0088,0.0123,0.0051,0.0149,0.001,6e-04,0.0045,0.0026,0.0062,2e-04,7e-04,0.0014,0.0025,0.0052,0.0087,0.0026,0.0013,0.0054,9e-04,5e-04
"A_CBNB","EPICC005",0.0143,0.0139,0.0253,0.0462,0.0021,0.0185,0.019,0.0409,0.0307,0.0157,0.0055,0.0396,0.0316,0.0168,0.007,0.0015,6e-04,8e-04,0.0296,0.0469,0.0227,0.0196,0.0153,0.0035,0.0029,8e-04,0.0097,0.0029,0.0038,0.0014,0.0078,0,0.0058,0.0026,0.0016,5e-04,0.0057,0.0011,0.0031,0.0906,1e-04,2e-04,0,0.0032,2e-04,6e-04,0.0031,7e-04,0.002,1e-04,0.0025,0.0314,0.023,0.0024,0.0093,0.0205,0.0315,0.0228,0.0023,0.0058,0.0234,0.0601,1e-04,3e-04,0.0148,0.0098,0,1e-04,0.0019,0,9e-04,3e-04,8e-04,0,1e-04,4e-04,7e-04,2e-04,0,0.0014,0.0213,7e-04,2e-04,0.0037,0.0115,0.0027,0.0155,0.0169,0.0147,0.0147,0.0029,0.0026,4e-04,0.0017,0.0049,0.0013,0.0012,1e-04,1e-04,9e-04,0.0021,9e-04,0.0023,0.0027,1e-04,2e-04,4e-04,0
"A_CBNB","EPICC008",0.0123,0.02,0.0207,0.0366,0.0029,0.0169,0.0398,0.0373,0.0213,0.0299,0.0027,0.0425,0.02,0.0111,0.006,0.0028,0.002,7e-04,0.0326,0.0451,0.0591,0.0321,0.0325,0.0039,0.0028,0.0018,8e-04,0.0031,0.0021,7e-04,0.0073,0,0.004,0.0015,6e-04,7e-04,0.0031,0.0018,0.0042,0.0357,0,3e-04,0,0.0038,8e-04,0.0011,0.0026,0.0016,0.0024,1e-04,5e-04,0.0257,0.0136,0.0016,0.0153,0.0103,0.018,0.0176,0.0022,0.0093,0.0296,0.0273,9e-04,4e-04,0.0107,0.0127,0,0,0.0017,1e-04,4e-04,0,0,0,1e-04,0.0014,2e-04,0,0,0.0059,0.0046,5e-04,4e-04,0.0038,0.0091,0.0022,0.0045,0.0886,0.027,0.0415,0.0142,0.0296,3e-04,0.0027,0.0073,0.0016,0.0059,0,2e-04,3e-04,3e-04,0.0022,0.0117,0.0036,0.0021,0.001,0.0021,0
"A_CBNB","EPICC009",0.0179,0.0207,0.0368,0.0411,0.0103,0.0122,0.013,0.0593,0.017,0.0256,0.0046,0.0345,0.0558,0.0267,0.0081,0.003,0.0018,7e-04,0.0199,0.0677,0.0284,0.0216,0.0127,0.0044,0.0076,0.0019,0.01,0.0076,0.0076,0.0012,0.0077,0,0.0039,0.0014,0.0019,0.0033,0.0075,8e-04,0.0049,0.0447,1e-04,1e-04,0,8e-04,1e-04,3e-04,0.0048,3e-04,4e-04,1e-04,0,0.0203,0.0059,1e-04,0.0086,0.0094,0.0168,0.0131,0.0189,0.0103,0.0103,0.0337,0,2e-04,0.0101,0.0064,0,0,0.0047,0,6e-04,3e-04,5e-04,0,0,0.0015,2e-04,0,0,0.0023,0.0131,5e-04,0.0011,0.0039,0.0061,0.004,0.0037,0.0372,0.0101,0.0094,0.0054,0.0186,0.0019,6e-04,0.0029,0.001,6e-04,0,1e-04,0,2e-04,5e-04,5e-04,5e-04,1e-04,8e-04,1e-04,4e-04
"A_CBNB","EPICP006",0.0055,0.0045,0.0095,0.0699,0.0028,0.0116,0.0096,0.0493,0.0241,0.0293,0.0015,0.0363,0.02,0.0075,0.0011,0.0032,0.0012,4e-04,0.0117,0.0739,0.0512,0.0196,0.0092,0.0026,0.003,1e-04,0.0019,6e-04,0.0028,7e-04,0.0046,0,0.0024,0.0039,0.0027,3e-04,0.0048,0.0044,0.0075,0.0866,1e-04,3e-04,0,0.0057,0.0013,0.001,0.0011,0.0041,0.0024,0.0013,0.0012,0.0273,0.0225,0.0019,0.0064,0.0048,0.0337,0.0319,0.0014,0.0053,0.016,0.034,4e-04,2e-04,0.0282,0.0132,0,0,9e-04,0,1e-04,1e-04,1e-04,0,0,2e-04,2e-04,0,0,0.0017,0.0041,1e-04,4e-04,0.0034,0.0181,0.0057,0.0038,0.01,0.0154,0.0457,0.0099,0.0092,0.0015,1e-04,0.0012,0.0028,0.0105,0,6e-04,0.0011,0.0017,0.0065,0.0094,0.008,0.003,8e-04,0.0024,3e-04
"F_20yTo55y","HIP014",0.0176,0.0164,0.0095,0.0044,0.0088,0.0142,0.0076,0.0124,0.0062,0.0171,0.0052,0.0094,0.0022,0.0097,0.0043,0.0075,0.02,0.0179,0.016,0.0012,0.0076,0.005,0.002,9e-04,0.0034,0.0191,0.0028,0.0113,0.0086,0.0104,0.0019,0.0074,0.009,0.0031,0.0081,0.0221,0.0078,0.0038,0.0127,0.0066,0.0148,0.0217,0.0077,0.0101,0.0019,0.0148,0.0016,0.0014,0.0183,0.0165,0.0013,0.0165,0.0161,0.0064,0.0174,0.0197,0.0206,0.0031,0.0044,0.0481,0.0121,0.0029,0.0104,0.0031,0.0026,0.0163,0.0132,0.0052,0.0272,0.029,0.0025,0.0107,0.02,0.012,0.0078,0.0041,0.006,0.0113,7e-04,0.0026,0.0038,6e-04,0.001,0.0066,0.0068,0.0176,0.0102,0.001,0.0091,0.0104,0.0143,0.0042,0.0022,6e-04,0.0018,0.0026,0.0176,0.0114,0.0088,0.0088,0.0088,0.0073,0.0137,0.0061,0.027,0.0162,0.0018,0.0017
"F_20yTo55y","HIP017",0.018,0.0109,0.008,0.0082,0.01,0.0182,0.0052,0.0113,0.0076,0.0232,0.0029,0.0124,0.0054,0.0174,0.0056,0.0121,0.0323,0.0148,0.0234,0.0029,0.0175,0.0098,0.0043,0.0014,0.0117,0.0057,0.004,0.0181,0.0112,0.0151,0.003,0.0045,0.0138,0.0031,0.0084,0.0179,0.0112,0.003,0.0226,0.0112,0.0047,0.0124,0.0037,0.0049,0.0042,0.0069,0.001,0.002,0.0088,0.0023,0,0.019,0.0158,0.0033,0.0079,0.0123,0.0306,0.0029,0.0024,0.0472,0.01,0.0049,0.0064,0.0088,0.0075,0.0218,0.0089,0.0012,0.0102,0.0076,0.0039,0.0192,0.0275,0.0119,0.0029,0.0224,0.0083,0.0141,0.0013,0.0013,0.0076,0.0026,0.0019,0.0067,0.0077,0.0326,0.0162,0.0034,0.0138,0.0125,0.0131,9e-04,0.0036,0.0031,0.0052,0.0029,0.0049,0.0072,0.0085,0.0058,0.0074,0.0033,0.0074,0.0028,0.0081,0.0101,0.0012,0.0012
"F_20yTo55y","HIP062",0.0013,0.0042,0.0149,0.0109,0.0222,0.0322,0.009,0.001,0.0056,0.0172,0.0041,0.001,0.0037,0.0068,0.004,0.0072,0.0162,0.0146,0.0122,0.0023,0.0053,0.0019,0.0093,0.0019,0.0073,0.0065,0.0038,0.0041,0.0295,0.0107,0.0045,0.0047,0.0117,0.0033,0.0069,0.0133,0.0049,0.0095,0.0108,0.0114,0.0132,0.0122,0.0101,0.0091,0.0088,0.0142,0.0012,0.0049,0.0084,0.0128,0.009,0.0017,0.0073,0.0038,0.0107,0.0114,0.0182,0.0028,0.0284,0.0143,0.0074,0.0054,0.03,0.0135,0.0076,0.007,0.061,0.0272,0.004,0.0072,0.003,0.0139,0.015,0.0138,0.0178,0.0053,0.0067,0.0107,0.0036,3e-04,0.0021,0.003,4e-04,0.0032,5e-04,0.0096,0.0048,9e-04,0.0032,0.0042,0.012,0.0071,6e-04,0.0014,0.001,0.0024,0.0078,0.0071,0.0048,0.0046,0.0117,0.0022,0.0167,0.0062,0.0214,0.015,0.0018,0.0016
"F_20yTo55y","HIP044",0.0272,0.0405,0.0153,0.0072,0.0161,0.0346,0.0252,0.0154,0.0157,0.0239,0.0023,0.0052,0.0021,0.0162,0.0022,0.0033,0.0179,0.0152,0.0038,5e-04,0.0027,0.0027,0.0044,0.0024,0.012,0.005,0.0086,0.0187,0.0049,0.0017,0.0019,3e-04,0.0026,0.001,8e-04,0.0044,0.0043,5e-04,0.0049,0.0063,8e-04,0.001,0.0024,0.007,0.0131,0.0172,0.0445,9e-04,0.0045,0.0011,0,0.0033,0.0044,3e-04,0.0055,0.007,0.0052,0.0037,0.003,0.0136,0.0033,0.0011,0.0067,0.0042,9e-04,0.0039,9e-04,2e-04,0.0042,7e-04,0.0029,0.0018,0.0033,3e-04,5e-04,0.0013,0.0014,3e-04,0,0.0021,0.011,0.0196,0.0037,0.0156,0.0149,0.0518,0.0026,0.0046,0.0215,0.0099,0.0427,0.002,0.002,0.0077,0.007,0.0062,0.0065,0.007,0.0045,0.0036,6e-04,0.0045,0.0087,0.0038,0.0189,0.0159,8e-04,3e-04
"F_20yTo55y","HIP016",0.0129,0.0234,0.0073,0.0055,0.0152,0.0545,0.0065,0.008,0.0096,0.0265,0.0087,0.0073,0.0031,0.0294,0.0131,0.0045,0.0221,0.0157,0.0076,0.0023,0.0153,0.0097,0.0086,6e-04,0.0085,0.0064,0.0083,0.0211,0.008,0.0039,0.0083,0.003,0.0029,0.0038,0.0056,0.0074,0.01,8e-04,0.0068,0.0056,0.0016,0.0085,2e-04,0.0068,0.0041,0.0091,0.0015,0.0015,0.0026,6e-04,1e-04,0.0068,0.0157,0.0039,0.0133,0.0156,0.0298,0.0091,0.003,0.0494,0.0087,0.0024,0.0053,0.0065,0.0033,0.014,8e-04,0,0.0033,8e-04,0.0024,0.0064,0.0233,9e-04,4e-04,0.0047,0.001,5e-04,0,0.0015,0.0263,0.0051,0.0028,0.0181,0.024,0.0417,0.006,9e-04,0.0176,0.0063,0.0126,5e-04,0.0108,0.0017,0.0018,0.0111,0.0112,0.003,0.0046,0.0049,0.0067,0.0059,0.0168,0.0068,0.0098,0.0052,0.0013,0.0023
"F_20yTo55y","HIP053",0.0176,0.0126,0.0216,0.015,0.0584,0.0213,0.0069,0.0094,0.009,0.0196,0.002,0.0047,0.009,0.0165,0.0018,0.0037,0.0051,0.0064,0.0037,0.0033,0.0055,0.0051,0.0111,0.0073,0.0389,0.0056,0.0112,0.0277,0.0099,0.0027,0.0014,4e-04,0.0025,0.001,0.0028,0.0047,0.0104,8e-04,0.0064,0.0054,6e-04,9e-04,4e-04,0.0029,0.0088,0.0389,0.0267,0.0022,0.0102,0.0015,0,0.0033,0.0065,0.0011,0.0034,0.0057,0.0092,0.0032,0.0316,0.0114,0.0022,0.0041,0.0316,0.0075,0.0027,0.0019,0.0019,2e-04,0.0031,8e-04,0.0068,0.0021,0.0032,6e-04,7e-04,0.0025,0.0032,3e-04,1e-04,0.0018,0.0078,0.0044,0.0012,0.0136,0.0166,0.0384,0.0023,0.0047,0.012,0.0109,0.0355,0.0079,0.0147,0.0035,0.0036,0.0078,0.0078,0.0056,0.0029,0.0032,0.0084,0.0044,0.0117,0.0041,0.0116,0.0107,6e-04,4e-04
"F_20yTo55y","HIP065",9e-04,0.015,0.0334,0.0199,0.0113,0.0123,0.0101,0.0175,0.0112,0.0185,0.0091,0.0016,0.0164,0.0056,0.0089,0.011,0.0175,0.0225,0.0237,0.0066,0.0035,0.0052,0.0091,0.0114,0.0103,0.0103,0.0125,0.0174,0.0307,0.0178,0.0022,0.0015,0.0087,0.0038,0.0064,0.0184,0.006,0.006,0.0173,0.0208,0.0047,0.0094,0.0018,0.0042,0.0034,8e-04,9e-04,6e-04,0.0012,0.0013,1e-04,0.0023,0.0178,0.0024,0.0169,0.0243,0.0489,0.0035,0.019,0.0228,0.0222,0.0144,0.0015,0.0052,0.0145,0.0081,0.0068,0.0013,0.0042,0.003,0.0028,0.0035,0.0119,0.0072,0.0012,0.0078,0.0042,0.0076,0.0036,0.0013,0.0027,0.0021,6e-04,0.0159,0.0024,0.0394,0.0103,0.004,0.0084,0.0107,0.0309,0.0053,0.0208,0.0016,0.0033,0.0026,0.0059,0.0057,0.0036,0.0028,0.0031,0.0028,0.0141,0.0063,0.0207,0.0099,0.0022,0.001
